Orthogroup	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	KX643370	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
OG0000291	AF303741.1_00202									HF920637.1_00064						MF599468.1_00107																												
OG0000292		AF371960.1_00085																				MK689685.1_00082							MT926123.1_00086															
OG0000293			AY521625.1_00010											Lymph_LDV3_KX643370_00037																		NC_005946.1_00034												
OG0000294			AY521625.1_00043											Lymph_LDV3_KX643370_00151																		NC_005946.1_00064												
OG0000295			AY521625.1_00055											Lymph_LDV3_KX643370_00148												MN803438.1_00004																		
OG0000296									HF920633.1_00012			KF938901.1_00032, KF938901.1_00034																																
OG0000297									HF920633.1_00060			KF938901.1_00050			LS484712.1_00207																													
OG0000298									HF920633.1_00159			KF938901.1_00083			LS484712.1_00206																													
OG0000299									HF920633.1_00164			KF938901.1_00013			LS484712.1_00201																													
OG0000300														Lymph_LDV3_KX643370_00045, Lymph_LDV3_KX643370_00087												MN803438.1_00075																		
OG0000301														Lymph_LDV3_KX643370_00105												MN803438.1_00053, MN803438.1_00103																		
OG0000302															LS484712.1_00155, LS484712.1_00157, LS484712.1_00160																													
OG0000303															LS484712.1_00228, LS484712.1_00230, LS484712.1_00232																													
OG0000304															LS484712.1_00263, LS484712.1_00264, LS484712.1_00265																													
OG0000305															LS484712.1_00271, LS484712.1_00272, LS484712.1_00273																													
OG0000306																								MN432490.1_00029						MT986830.1_00030													OP009387.1_00027	
OG0000307																									MN562489.1_00015		MT521409.1_00015												OM037668.1_00120					
OG0000308																									MN562489.1_00016		MT521409.1_00016												OM037668.1_00119					
OG0000309																									MN562489.1_00017		MT521409.1_00017												OM037668.1_00118					
OG0000310																									MN562489.1_00018		MT521409.1_00018												OM037668.1_00117					
OG0000311																									MN562489.1_00019		MT521409.1_00019												OM037668.1_00116					
OG0000312																									MN562489.1_00020		MT521409.1_00020												OM037668.1_00115					
OG0000313																									MN562489.1_00022		MT521409.1_00023						NC_027778.1_00002											
OG0000314																									MN562489.1_00064		MT521409.1_00065						NC_027778.1_00044											
OG0000315	AF303741.1_00002								HF920633.1_00075																																			
OG0000316	AF303741.1_00010									HF920637.1_00214																																		
OG0000317	AF303741.1_00014									HF920637.1_00154																																		
OG0000318	AF303741.1_00016								HF920633.1_00002																																			
OG0000319	AF303741.1_00020									HF920637.1_00155																																		
OG0000320	AF303741.1_00025									HF920637.1_00131																																		
OG0000321	AF303741.1_00027									HF920637.1_00107																																		
OG0000322	AF303741.1_00034									HF920637.1_00103																																		
OG0000323	AF303741.1_00040									HF920637.1_00191																																		
OG0000324	AF303741.1_00043								HF920633.1_00178																																			
OG0000325	AF303741.1_00045									HF920637.1_00186																																		
OG0000326	AF303741.1_00048								HF920633.1_00166																																			
OG0000327	AF303741.1_00050									HF920637.1_00179																																		
OG0000328	AF303741.1_00052									HF920637.1_00055																																		
OG0000329	AF303741.1_00055									HF920637.1_00050																																		
OG0000330	AF303741.1_00060									HF920637.1_00082																																		
OG0000331	AF303741.1_00061									HF920637.1_00081																																		
OG0000332	AF303741.1_00069								HF920633.1_00065																																			
OG0000333	AF303741.1_00092									HF920637.1_00104																																		
OG0000334	AF303741.1_00097									HF920637.1_00046																																		
OG0000335	AF303741.1_00098									HF920637.1_00171																																		
OG0000336	AF303741.1_00102									HF920637.1_00088																																		
OG0000337	AF303741.1_00111								HF920633.1_00140																																			
OG0000338	AF303741.1_00113									HF920637.1_00006																																		
OG0000339	AF303741.1_00118									HF920637.1_00126																																		
OG0000340	AF303741.1_00119									HF920637.1_00125																																		
OG0000341	AF303741.1_00131									HF920637.1_00135																																		
OG0000342	AF303741.1_00139									HF920637.1_00207																																		
OG0000343	AF303741.1_00140									HF920637.1_00202																																		
OG0000344	AF303741.1_00143									HF920637.1_00209																																		
OG0000345	AF303741.1_00155									HF920637.1_00032																																		
OG0000346	AF303741.1_00163									HF920637.1_00023																																		
OG0000347	AF303741.1_00166									HF920637.1_00002																																		
OG0000348	AF303741.1_00167									HF920637.1_00185																																		
OG0000349	AF303741.1_00172									HF920637.1_00134																																		
OG0000350	AF303741.1_00180								HF920633.1_00176																																			
OG0000351	AF303741.1_00186								HF920633.1_00055																																			
OG0000352	AF303741.1_00187									HF920637.1_00173																																		
OG0000353	AF303741.1_00190									HF920637.1_00203																																		
OG0000354	AF303741.1_00196									HF920637.1_00030																																		
OG0000355	AF303741.1_00198									HF920637.1_00007																																		
OG0000356	AF303741.1_00199									HF920637.1_00076																																		
OG0000357		AF371960.1_00028																											MT926123.1_00029															
OG0000358			AY521625.1_00008																													NC_005946.1_00035												
OG0000359			AY521625.1_00013																													NC_005946.1_00005												
OG0000360			AY521625.1_00015																													NC_005946.1_00003												
OG0000361			AY521625.1_00020																													NC_005946.1_00047												
OG0000362			AY521625.1_00039																													NC_005946.1_00018												
OG0000363			AY521625.1_00052																													NC_005946.1_00012												
OG0000364			AY521625.1_00063																													NC_005946.1_00090												
OG0000365			AY521625.1_00068, AY521625.1_00088																																									
OG0000366			AY521625.1_00072																													NC_005946.1_00081												
OG0000367			AY521625.1_00075																													NC_005946.1_00084												
OG0000368			AY521625.1_00089													MF599468.1_00076																												
OG0000369			AY521625.1_00090																													NC_005946.1_00013												
OG0000370			AY521625.1_00102																													NC_005946.1_00079												
OG0000371			AY521625.1_00104																													NC_005946.1_00080												
OG0000372			AY521625.1_00105																													NC_005946.1_00059												
OG0000373			AY521625.1_00113																													NC_005946.1_00017												
OG0000374			AY521625.1_00117																													NC_005946.1_00077												
OG0000375			AY521625.1_00118																													NC_005946.1_00076												
OG0000376			AY521625.1_00119																													NC_005946.1_00072												
OG0000377			AY521625.1_00123																													NC_005946.1_00069												
OG0000378			AY521625.1_00124, AY521625.1_00125																																									
OG0000379			AY521625.1_00131																													NC_005946.1_00056												
OG0000380			AY521625.1_00137																													NC_005946.1_00058												
OG0000381				AY532606.1_00072							KC244182.1_00069																																	
OG0000382					AY779031.1_00031																	MK689685.1_00026																						
OG0000383						AY894343.1_00012							KT804738.1_00012																															
OG0000384									HF920633.1_00005			KF938901.1_00026																																
OG0000385									HF920633.1_00006			KF938901.1_00028																																
OG0000386									HF920633.1_00015			KF938901.1_00037																																
OG0000387									HF920633.1_00033			KF938901.1_00149																																
OG0000388									HF920633.1_00042			KF938901.1_00110																																
OG0000389									HF920633.1_00045			KF938901.1_00041																																
OG0000390									HF920633.1_00048			KF938901.1_00068																																
OG0000391									HF920633.1_00049			KF938901.1_00004																																
OG0000392									HF920633.1_00051			KF938901.1_00078																																
OG0000393									HF920633.1_00052			KF938901.1_00011																																
OG0000394									HF920633.1_00066			KF938901.1_00059																																
OG0000395									HF920633.1_00078			KF938901.1_00042																																
OG0000396									HF920633.1_00089			KF938901.1_00096																																
OG0000397									HF920633.1_00090			KF938901.1_00051																																
OG0000398									HF920633.1_00095			KF938901.1_00002																																
OG0000399									HF920633.1_00111			KF938901.1_00132																																
OG0000400									HF920633.1_00112	HF920637.1_00170																																		
OG0000401									HF920633.1_00115			KF938901.1_00144																																
OG0000402									HF920633.1_00136			KF938901.1_00087																																
OG0000403									HF920633.1_00137	HF920637.1_00027																																		
OG0000404									HF920633.1_00141			KF938901.1_00061																																
OG0000405									HF920633.1_00142			KF938901.1_00071																																
OG0000406									HF920633.1_00151			KF938901.1_00003																																
OG0000407									HF920633.1_00157			KF938901.1_00129																																
OG0000408									HF920633.1_00162			KF938901.1_00088																																
OG0000409										HF920637.1_00036, HF920637.1_00038																																		
OG0000410										HF920637.1_00037, HF920637.1_00039																																		
OG0000411										HF920637.1_00051, HF920637.1_00157																																		
OG0000412										HF920637.1_00066, HF920637.1_00178																																		
OG0000413										HF920637.1_00078		KF938901.1_00157																																
OG0000414										HF920637.1_00113					LS484712.1_00006																													
OG0000415														Lymph_LDV3_KX643370_00002												MN803438.1_00144																		
OG0000416														Lymph_LDV3_KX643370_00003												MN803438.1_00143																		
OG0000417														Lymph_LDV3_KX643370_00006												MN803438.1_00139																		
OG0000418														Lymph_LDV3_KX643370_00007												MN803438.1_00018																		
OG0000419														Lymph_LDV3_KX643370_00008												MN803438.1_00019																		
OG0000420														Lymph_LDV3_KX643370_00010												MN803438.1_00020																		
OG0000421														Lymph_LDV3_KX643370_00011												MN803438.1_00014																		
OG0000422														Lymph_LDV3_KX643370_00013												MN803438.1_00036																		
OG0000423														Lymph_LDV3_KX643370_00016												MN803438.1_00038																		
OG0000424														Lymph_LDV3_KX643370_00018												MN803438.1_00015																		
OG0000425														Lymph_LDV3_KX643370_00022												MN803438.1_00042																		
OG0000426														Lymph_LDV3_KX643370_00023												MN803438.1_00043																		
OG0000427														Lymph_LDV3_KX643370_00026												MN803438.1_00040																		
OG0000428														Lymph_LDV3_KX643370_00027												MN803438.1_00041																		
OG0000429														Lymph_LDV3_KX643370_00029												MN803438.1_00080																		
OG0000430														Lymph_LDV3_KX643370_00030												MN803438.1_00079																		
OG0000431														Lymph_LDV3_KX643370_00031												MN803438.1_00083																		
OG0000432														Lymph_LDV3_KX643370_00032												MN803438.1_00085																		
OG0000433														Lymph_LDV3_KX643370_00034												MN803438.1_00031																		
OG0000434														Lymph_LDV3_KX643370_00036												MN803438.1_00032																		
OG0000435														Lymph_LDV3_KX643370_00038												MN803438.1_00033																		
OG0000436														Lymph_LDV3_KX643370_00039												MN803438.1_00034																		
OG0000437														Lymph_LDV3_KX643370_00050												MN803438.1_00016																		
OG0000438														Lymph_LDV3_KX643370_00053												MN803438.1_00025																		
OG0000439														Lymph_LDV3_KX643370_00058												MN803438.1_00069																		
OG0000440														Lymph_LDV3_KX643370_00063												MN803438.1_00073																		
OG0000441														Lymph_LDV3_KX643370_00065												MN803438.1_00067																		
OG0000442														Lymph_LDV3_KX643370_00066												MN803438.1_00065																		
OG0000443														Lymph_LDV3_KX643370_00067												MN803438.1_00064																		
OG0000444														Lymph_LDV3_KX643370_00068												MN803438.1_00063																		
OG0000445														Lymph_LDV3_KX643370_00069												MN803438.1_00062																		
OG0000446														Lymph_LDV3_KX643370_00072												MN803438.1_00060																		
OG0000447														Lymph_LDV3_KX643370_00073												MN803438.1_00059																		
OG0000448														Lymph_LDV3_KX643370_00078												MN803438.1_00088																		
OG0000449														Lymph_LDV3_KX643370_00081												MN803438.1_00091																		
OG0000450														Lymph_LDV3_KX643370_00082												MN803438.1_00090																		
OG0000451														Lymph_LDV3_KX643370_00083												MN803438.1_00093																		
OG0000452														Lymph_LDV3_KX643370_00086												MN803438.1_00086																		
OG0000453														Lymph_LDV3_KX643370_00088												MN803438.1_00076																		
OG0000454														Lymph_LDV3_KX643370_00092												MN803438.1_00047																		
OG0000455														Lymph_LDV3_KX643370_00093												MN803438.1_00048																		
OG0000456														Lymph_LDV3_KX643370_00097												MN803438.1_00057																		
OG0000457														Lymph_LDV3_KX643370_00099												MN803438.1_00095																		
OG0000458														Lymph_LDV3_KX643370_00101												MN803438.1_00098																		
OG0000459														Lymph_LDV3_KX643370_00104												MN803438.1_00102																		
OG0000460														Lymph_LDV3_KX643370_00112												MN803438.1_00132																		
OG0000461														Lymph_LDV3_KX643370_00113												MN803438.1_00131																		
OG0000462														Lymph_LDV3_KX643370_00116												MN803438.1_00129																		
OG0000463														Lymph_LDV3_KX643370_00118												MN803438.1_00127																		
OG0000464														Lymph_LDV3_KX643370_00122												MN803438.1_00114																		
OG0000465														Lymph_LDV3_KX643370_00123												MN803438.1_00116																		
OG0000466														Lymph_LDV3_KX643370_00124												MN803438.1_00119																		
OG0000467														Lymph_LDV3_KX643370_00127												MN803438.1_00118																		
OG0000468														Lymph_LDV3_KX643370_00129												MN803438.1_00123																		
OG0000469														Lymph_LDV3_KX643370_00134												MN803438.1_00111																		
OG0000470														Lymph_LDV3_KX643370_00141												MN803438.1_00134																		
OG0000471														Lymph_LDV3_KX643370_00147												MN803438.1_00141																		
OG0000472														Lymph_LDV3_KX643370_00150												MN803438.1_00002																		
OG0000473														Lymph_LDV3_KX643370_00152												MN803438.1_00001																		
OG0000474															LS484712.1_00042, LS484712.1_00056																													
OG0000475															LS484712.1_00099, LS484712.1_00100																													
OG0000476															LS484712.1_00125, LS484712.1_00127																													
OG0000477															LS484712.1_00170, LS484712.1_00171																													
OG0000478															LS484712.1_00213, LS484712.1_00214																													
OG0000479															LS484712.1_00215, LS484712.1_00216																													
OG0000480															LS484712.1_00238, LS484712.1_00245																													
OG0000481															LS484712.1_00277, LS484712.1_00279																													
OG0000482																MF599468.1_00031, MF599468.1_00094																												
OG0000483																MF599468.1_00077, MF599468.1_00078																												
OG0000484																MF599468.1_00134, MF599468.1_00144																												
OG0000485																MF599468.1_00143, MF599468.1_00169																												
OG0000486																								MN432490.1_00068						MT986830.1_00070														
OG0000487																												MT798582.1_00079							OK042109.1_00050									
OG0000488																																NC_005946.1_00024, NC_005946.1_00025												
